"Ssciname","scommname","qseqid","sseqid","pident","length","mismatch","gapopen","qcovus","qstart","qend","sstart","send","evalue","bitscore","staxids","qlen","qcovs","annotated_tax","pmatchsel","sum_Reads"
"Mesoplodon densirostris","Blainville's beaked whale","7e4392f62e0959de26da328f4f1d57fc2faf5202","gi|1229646285|gb|KF032863.2|",94.118,170,10,0,100,1,170,321,490,9.46e-65,259,"48708",170,100,"Ziphius cavirostris","1",740
"Mesoplodon densirostris","Blainville's beaked whale","7e4392f62e0959de26da328f4f1d57fc2faf5202","gi|1229646283|gb|KF032861.2|",94.118,170,10,0,100,1,170,321,490,9.46e-65,259,"48708",170,100,"Ziphius cavirostris","1",740
"Mesoplodon densirostris","Blainville's beaked whale","7e4392f62e0959de26da328f4f1d57fc2faf5202","gi|1559969299|ref|NC_021974.2|",94.118,170,10,0,100,1,170,321,490,9.46e-65,259,"48708",170,100,"Ziphius cavirostris","1",740
"Mesoplodon densirostris","Blainville's beaked whale","7e4392f62e0959de26da328f4f1d57fc2faf5202","gi|528079796|gb|KF032865.1|",94.118,170,10,0,100,1,170,312,481,9.46e-65,259,"48708",170,100,"Ziphius cavirostris","1",740
"Phocoenoides dalli","Dall's porpoise","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136388|gb|MT948086.1|",99.415,171,0,1,100,1,170,322,492,9.26e-80,309,"9744",170,100,"Phocoenoides dalli","0.994",553
"Phocoenoides dalli","Dall's porpoise","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136374|gb|MT948085.1|",99.415,171,0,1,100,1,170,322,492,9.26e-80,309,"9744",170,100,"Phocoenoides dalli","0.994",553
"Phocoenoides dalli","Dall's porpoise","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136360|gb|MT948084.1|",99.415,171,0,1,100,1,170,322,492,9.26e-80,309,"9744",170,100,"Phocoenoides dalli","0.994",553
"Phocoenoides dalli","Dall's porpoise","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136346|gb|MT948083.1|",99.415,171,0,1,100,1,170,322,492,9.26e-80,309,"9744",170,100,"Phocoenoides dalli","0.994",553
"Phocoenoides dalli","Dall's porpoise","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136332|gb|MT948082.1|",99.415,171,0,1,100,1,170,322,492,9.26e-80,309,"9744",170,100,"Phocoenoides dalli","0.994",553
"Phocoenoides dalli","Dall's porpoise","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2018121362|ref|NC_053753.1|",98.83,171,1,1,100,1,170,322,492,4.31e-78,303,"9744",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154999089|gb|MZ772969.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154999075|gb|MZ772968.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154999061|gb|MZ772967.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154999047|gb|MZ772966.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154999033|gb|MZ772965.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154999019|gb|MZ772964.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154999005|gb|MZ772963.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154998991|gb|MZ772962.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154998977|gb|MZ772961.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154998963|gb|MZ772960.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154998949|gb|MZ772959.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2154998935|gb|MZ772958.1|",96.471,170,6,0,100,1,170,318,487,2.02e-71,281,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena dioptrica","spectacled porpoise","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2018121348|ref|NC_053752.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"34890",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136262|gb|MT948077.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136248|gb|MT948076.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136234|gb|MT948075.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136220|gb|MT948074.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136206|gb|MT948073.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136192|gb|MT948072.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136164|gb|MT948070.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136150|gb|MT948069.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136136|gb|MT948068.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|1919136122|gb|MT948067.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Phocoena sinus","vaquita","d2d9f1847025c71ebd60dc7714b964bf5387ca81","gi|2018121334|ref|NC_053751.1|",95.906,171,6,1,100,1,170,322,492,9.4e-70,276,"42100",170,100,"Phocoenoides dalli","0.994",553
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236730|gb|KY067487.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236716|gb|KY067486.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236702|gb|KY067485.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236688|gb|KY067484.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236674|gb|KY067483.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236660|gb|KY067482.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236646|gb|KY067481.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236632|gb|KY067480.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236618|gb|KY067479.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236604|gb|KY067478.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236590|gb|KY067477.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236576|gb|KY067476.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236562|gb|KY067475.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236548|gb|KY067474.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236534|gb|KY067473.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236520|gb|KY067472.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236506|gb|KY067471.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236492|gb|KY067470.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236478|gb|KY067469.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236464|gb|KY067468.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236450|gb|KY067467.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1188236436|gb|KY067466.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|1125231533|gb|KX389266.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|2580278274|gb|OP057045.2|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|2501529074|gb|OQ946471.1|",100,182,0,0,100,1,182,1,182,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|2491777453|gb|OQ846648.1|",100,182,0,0,100,1,182,1,182,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|906357739|dbj|AB974599.1|",100,182,0,0,100,1,182,1,182,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|545600999|ref|NC_022415.1|",100,182,0,0,100,1,182,320,501,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|126095415|gb|EF081281.1|",100,182,0,0,100,1,182,278,459,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Carcharodon carcharias","great white shark","4590e896f059be5983879bb6e84286e33fa15e40","gi|37722031|gb|AY147893.1|",100,182,0,0,100,1,182,292,473,4.63e-88,337,"13397",182,100,"Carcharodon carcharias","1",420
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848118019|gb|KR180338.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117907|gb|KR180330.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117795|gb|KR180322.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117781|gb|KR180321.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117767|gb|KR180320.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117753|gb|KR180319.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117739|gb|KR180318.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117725|gb|KR180317.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117529|gb|KR180303.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117487|gb|KR180300.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117473|gb|KR180299.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|848117445|gb|KR180297.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301795|gb|GU187174.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301781|gb|GU187173.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301767|gb|GU187172.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301753|gb|GU187171.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301739|gb|GU187170.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301725|gb|GU187169.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301711|gb|GU187168.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301697|gb|GU187167.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301683|gb|GU187166.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301655|gb|GU187163.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301641|gb|GU187162.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301627|gb|GU187161.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301613|gb|GU187160.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301599|gb|GU187159.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301585|gb|GU187158.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301571|gb|GU187157.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301557|gb|GU187156.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Orcinus orca","killer whale","6f15c44437f7ce31d0a433886c4a7af4bd98b904","gi|270301543|gb|GU187155.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"9733",171,100,"Orcinus orca","1",312
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532619|gb|ON652906.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532605|gb|ON652905.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532591|gb|ON652904.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532577|gb|ON652903.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532563|gb|ON652902.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532549|gb|ON652901.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532535|gb|ON652900.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532521|gb|ON652899.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532507|gb|ON652898.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532493|gb|ON652897.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532479|gb|ON652896.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532465|gb|ON652895.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532451|gb|ON652894.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532437|gb|ON652893.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532423|gb|ON652892.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532409|gb|ON652891.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532395|gb|ON652890.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532381|gb|ON652889.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532367|gb|ON652888.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532353|gb|ON652887.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532339|gb|ON652886.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532325|gb|ON652885.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532311|gb|ON652884.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532297|gb|ON652883.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532283|gb|ON652882.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532269|gb|ON652881.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532255|gb|ON652880.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
"Peponocephala electra","melon-headed whale","c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","gi|2472532241|gb|ON652879.1|",100,171,0,0,100,1,171,320,490,5.58e-82,316,"103596",171,100,"Peponocephala electra","1",288
