"Ssciname","scommname","qseqid","sseqid","pident","length","mismatch","gapopen","qcovus","qstart","qend","sstart","send","evalue","bitscore","staxids","qlen","qcovs","annotated_tax","pmatchsel"
"Hypomesus pretiosus","Hypomesus pretiosus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2491777304|gb|OQ846499.1|",100,161,0,0,100,1,161,8,168,1.87e-76,298,"300346",161,100,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus transpacificus","Hypomesus transpacificus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2483755297|gb|OQ793730.1|",100,161,0,0,100,1,161,254,414,1.87e-76,298,"137520",161,100,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus transpacificus","Hypomesus transpacificus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2483755295|gb|OQ793729.1|",100,161,0,0,100,1,161,254,414,1.87e-76,298,"137520",161,100,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus transpacificus","Hypomesus transpacificus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2483755293|gb|OQ793728.1|",100,161,0,0,100,1,161,254,414,1.87e-76,298,"137520",161,100,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus transpacificus","Hypomesus transpacificus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2459373154|ref|NC_072210.1|",100,161,0,0,100,1,161,322,482,1.87e-76,298,"137520",161,100,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus pretiosus","Hypomesus pretiosus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2314981644|ref|NC_066905.1|",100,161,0,0,100,1,161,322,482,1.87e-76,298,"300346",161,100,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus pretiosus","Hypomesus pretiosus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2444160719|gb|OP690152.1|",99.379,161,1,0,100,1,161,322,482,8.71e-75,292,"300346",161,100,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus japonicus","Hypomesus japonicus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|906357227|dbj|AB969847.1|",98.734,158,2,0,98,1,158,8,165,1.89e-71,281,"203539",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus japonicus","Hypomesus japonicus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|1534010141|gb|MH636617.1|",98.101,158,3,0,98,1,158,322,479,8.77e-70,276,"203539",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus japonicus","Hypomesus japonicus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|1534010127|gb|MH636616.1|",98.101,158,3,0,98,1,158,322,479,8.77e-70,276,"203539",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Hypomesus japonicus","Hypomesus japonicus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|985564990|dbj|LC021009.1|",98.101,158,3,0,98,1,158,8,165,8.77e-70,276,"203539",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Spirinchus lanceolatus","Spirinchus lanceolatus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|84095089|dbj|AB095998.1|",98.101,158,3,0,98,1,158,254,411,8.77e-70,276,"136040",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Thaleichthys pacificus","eulachon","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2314981658|ref|NC_066906.1|",97.468,158,4,0,98,1,158,322,479,4.08e-68,270,"240832",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Spirinchus lanceolatus","Spirinchus lanceolatus","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2264236642|dbj|LC715360.1|",97.468,158,4,0,98,1,158,322,479,4.08e-68,270,"136040",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Osmerus mordax","rainbow smelt","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2048073843|gb|MW856916.1|",97.468,158,4,0,98,1,158,322,479,4.08e-68,270,"8014",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Osmerus mordax","rainbow smelt","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2048073396|gb|MW856884.1|",97.468,158,4,0,98,1,158,322,479,4.08e-68,270,"8014",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Osmerus mordax","rainbow smelt","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2048072724|gb|MW856836.1|",97.468,158,4,0,98,1,158,322,479,4.08e-68,270,"8014",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Osmerus mordax","rainbow smelt","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|2048072696|gb|MW856834.1|",97.468,158,4,0,98,1,158,322,479,4.08e-68,270,"8014",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Osmerus mordax","rainbow smelt","46702ce21780e1cb8384d98cfa2920f93e5a4ac7","gi|326536062|ref|NC_015246.1|",97.468,158,4,0,98,1,158,322,479,4.08e-68,270,"8014",161,98,"Hypomesus spp.  ||  Hypomesus pretiosus | Hypomesus transpacificus","1 | 1"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|985566961|dbj|LC091628.1|",99.387,163,1,0,100,1,163,8,170,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2329041622|gb|ON005616.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126625|gb|OL693876.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126393|gb|OL404930.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2264236735|dbj|LC717563.1|",99.387,163,1,0,100,1,163,192,354,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|307640018|gb|HQ167665.1|",99.387,163,1,0,100,1,163,253,415,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|14647165|ref|NC_002980.1|",99.387,163,1,0,100,1,163,1307,1469,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126465|gb|OL457394.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|1585113455|gb|MH003639.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126639|gb|OL806599.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126522|gb|OL457427.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126507|gb|OL457422.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126493|gb|OL457420.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss gairdneri","Oncorhynchus mykiss gairdneri","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305126128|gb|OK336457.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"857570",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss newberrii","Great Basin redband trout","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305125756|gb|OL339391.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"2978582",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss newberrii","Great Basin redband trout","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2305125728|gb|OL339390.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"2978582",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2268201689|dbj|LC717968.1|",97.546,163,4,0,100,1,163,192,354,6.89e-71,279,"1278982",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","6d8d05f9466b7348926989ae0c275fb80943d036","gi|2268201688|dbj|LC717967.1|",97.546,163,4,0,100,1,163,192,354,6.89e-71,279,"1278982",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","6d8d05f9466b7348926989ae0c275fb80943d036","gi|118722289|ref|NC_008615.1|",97.546,163,4,0,100,1,163,1325,1487,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","6d8d05f9466b7348926989ae0c275fb80943d036","gi|62161280|ref|NC_006897.1|",97.546,163,4,0,100,1,163,1324,1486,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Hemilepidotus hemilepidotus","red Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2587926901|ref|NC_082813.1|",99.383,162,1,0,100,1,162,324,485,2.44e-75,294,"433390",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus hemilepidotus","red Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|985563244|dbj|LC091927.1|",99.383,162,1,0,100,1,162,8,169,2.44e-75,294,"433390",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus hemilepidotus","red Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2095925504|gb|OK172575.1|",99.383,162,1,0,100,1,162,256,417,2.44e-75,294,"433390",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus zapus","longfin Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|669175213|gb|KM057960.1|",98.148,162,3,0,100,1,162,182,343,5.28e-72,283,"274760",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus papilio","Hemilepidotus papilio","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2587926508|ref|NC_082785.1|",97.531,162,4,0,100,1,162,324,485,2.46e-70,278,"470226",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus jordani","yellow Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2587926466|ref|NC_082782.1|",97.531,162,4,0,100,1,162,324,485,2.46e-70,278,"274759",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus jordani | Hemilepidotus papilio","yellow Irish lord;Hemilepidotus papilio","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|985565818|dbj|LC036934.1|",97.531,162,4,0,100,1,162,8,169,2.46e-70,278,"274759;470226",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus gilberti","Hemilepidotus gilberti","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|985565816|dbj|LC036932.1|",97.531,162,4,0,100,1,162,8,169,2.46e-70,278,"238838",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus jordani","yellow Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|669175212|gb|KM057959.1|",97.531,162,4,0,100,1,162,182,343,2.46e-70,278,"274759",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus gilberti","Hemilepidotus gilberti","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|1197510136|ref|NC_034653.1|",96.914,162,5,0,100,1,162,324,485,1.14e-68,272,"238838",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus spinosus","brown Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|985563231|dbj|LC091914.1|",96.914,162,5,0,100,1,162,8,169,1.14e-68,272,"271501",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus spinosus","brown Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2491777299|gb|OQ846494.1|",96.914,162,5,0,100,1,162,8,169,1.14e-68,272,"271501",162,100,"Hemilepidotus hemilepidotus","0.994"
"Hemilepidotus hemilepidotus","red Irish lord","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2491777263|gb|OQ846458.1|",96.914,162,5,0,100,1,162,8,169,1.14e-68,272,"433390",162,100,"Hemilepidotus hemilepidotus","0.994"
"Blepsias bilobus","crested sculpin","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|985565654|dbj|LC036770.1|",95.062,162,8,0,100,1,162,8,169,1.15e-63,255,"980325",162,100,"Hemilepidotus hemilepidotus","0.994"
"Chesnonia verrucosa | Pallasina barbata | Brachyopsis segaliensis","warty poacher;tubenose poacher;Brachyopsis segaliensis","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|985563630|dbj|LC104545.1|",93.865,163,8,2,100,1,162,8,169,2.49e-60,244,"740928;740932;1633465",162,100,"Hemilepidotus hemilepidotus","0.994"
"Blepsias cirrhosus","silverspotted sculpin","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|985563268|dbj|LC091951.1|",93.827,162,10,0,100,1,162,8,169,2.49e-60,244,"573213",162,100,"Hemilepidotus hemilepidotus","0.994"
"Blepsias cirrhosus","silverspotted sculpin","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2491777289|gb|OQ846484.1|",93.827,162,10,0,100,1,162,8,169,2.49e-60,244,"573213",162,100,"Hemilepidotus hemilepidotus","0.994"
"Chesnonia verrucosa","warty poacher","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2491776948|gb|OQ846143.1|",93.865,163,8,2,100,1,162,8,169,2.49e-60,244,"740928",162,100,"Hemilepidotus hemilepidotus","0.994"
"Brachyopsis segaliensis","Brachyopsis segaliensis","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2178620680|dbj|LC671311.1|",93.865,163,8,2,100,1,162,193,354,2.49e-60,244,"1633465",162,100,"Hemilepidotus hemilepidotus","0.994"
"Blepsias cirrhosus","silverspotted sculpin","889d89c1f486f0ca7c8d1ecb8eb05449cea44ebc","gi|2178620679|dbj|LC671310.1|",93.827,162,10,0,100,1,162,194,355,2.49e-60,244,"573213",162,100,"Hemilepidotus hemilepidotus","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|985566961|dbj|LC091628.1|",99.387,163,1,0,100,1,163,8,170,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2329041622|gb|ON005616.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126625|gb|OL693876.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126393|gb|OL404930.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2264236735|dbj|LC717563.1|",99.387,163,1,0,100,1,163,192,354,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|307640018|gb|HQ167665.1|",99.387,163,1,0,100,1,163,253,415,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|14647165|ref|NC_002980.1|",99.387,163,1,0,100,1,163,1307,1469,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126465|gb|OL457394.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|1585113455|gb|MH003639.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126639|gb|OL806599.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126522|gb|OL457427.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126507|gb|OL457422.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126493|gb|OL457420.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss gairdneri","Oncorhynchus mykiss gairdneri","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305126128|gb|OK336457.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"857570",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss newberrii","Great Basin redband trout","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305125756|gb|OL339391.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"2978582",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss newberrii","Great Basin redband trout","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2305125728|gb|OL339390.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"2978582",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2268201689|dbj|LC717968.1|",97.546,163,4,0,100,1,163,192,354,6.89e-71,279,"1278982",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|2268201688|dbj|LC717967.1|",97.546,163,4,0,100,1,163,192,354,6.89e-71,279,"1278982",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|118722289|ref|NC_008615.1|",97.546,163,4,0,100,1,163,1325,1487,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","67784f150b113ff8c72a29a3d97d80d29d6faa88","gi|62161280|ref|NC_006897.1|",97.546,163,4,0,100,1,163,1324,1486,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|985566961|dbj|LC091628.1|",99.387,163,1,0,100,1,163,8,170,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2329041622|gb|ON005616.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126625|gb|OL693876.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126393|gb|OL404930.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2264236735|dbj|LC717563.1|",99.387,163,1,0,100,1,163,192,354,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|307640018|gb|HQ167665.1|",99.387,163,1,0,100,1,163,253,415,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|14647165|ref|NC_002980.1|",99.387,163,1,0,100,1,163,1307,1469,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126465|gb|OL457394.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|1585113455|gb|MH003639.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126639|gb|OL806599.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126522|gb|OL457427.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126507|gb|OL457422.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126493|gb|OL457420.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss gairdneri","Oncorhynchus mykiss gairdneri","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305126128|gb|OK336457.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"857570",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss newberrii","Great Basin redband trout","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305125756|gb|OL339391.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"2978582",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus mykiss newberrii","Great Basin redband trout","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2305125728|gb|OL339390.1|",97.546,163,4,0,100,1,163,321,483,6.89e-71,279,"2978582",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2268201689|dbj|LC717968.1|",97.546,163,4,0,100,1,163,192,354,6.89e-71,279,"1278982",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|2268201688|dbj|LC717967.1|",97.546,163,4,0,100,1,163,192,354,6.89e-71,279,"1278982",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus nerka","sockeye salmon","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|118722289|ref|NC_008615.1|",97.546,163,4,0,100,1,163,1325,1487,6.89e-71,279,"8023",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","e74195f4fc1181861a6d8f1ed8367cf306392976","gi|62161280|ref|NC_006897.1|",97.546,163,4,0,100,1,163,1324,1486,6.89e-71,279,"72053",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","b47e7170bc86caf1dd33c495557e91621c8ede72","gi|985566961|dbj|LC091628.1|",99.387,163,1,0,100,1,163,8,170,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","b47e7170bc86caf1dd33c495557e91621c8ede72","gi|2329041622|gb|ON005616.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
"Oncorhynchus tshawytscha","Chinook salmon","b47e7170bc86caf1dd33c495557e91621c8ede72","gi|2305126625|gb|OL693876.1|",99.387,163,1,0,100,1,163,321,483,6.84e-76,296,"74940",163,100,"Oncorhynchus tshawytscha","0.994"
